Well_Name,WellType_Name,WellClass_Name,Total_Dept,SPud_Date,Remarks,Production Completed
KOLO CREEK-5,Not Applicable,ORD APP,3735,May 12/72,,
KOLO CREEK-6,Not Applicable,ORD APP,3411,Jun 18/72,,
KOLO CREEK-7,Not Applicable,ORD APP,3618,Jul 11/72,,
KOLO CREEK-8,Not Applicable,ORD APP,3597,Apr 10/73,,
KOLO CREEK-9,Not Applicable,ORD APP,3795,Apr 27/73,,
KOLOBIRI-1,Not Applicable,EXP,3934,Aug 08/80,,
KONKO-1,Not Applicable,EXP,3156,Apr 12/87,,
KONKO-2,Not Applicable,EXP,2789,Oct 28/01,,
KONKO-2ST1,Not Applicable,EXP,1840,Nov 23/01,,
KONYE-1,Not Applicable,EXP,3338,Jul 23/85,,
KOROAMA-002,Oil Producer,DEV,4964.27,31.10.2012,,
KOROAMA-03,Oil Producer,DEV,3786.83,26.04.2012,,
KOROAMA-04,Oil Producer,DEV,2730.09,06.05.2012,,
KOROAMA-05,Oil Producer,DEV,2868,01.08.2012,,
KOROAMA-1,Not Applicable,EXP,4057,Jul 15/73,,
KOROAMA-2,Not Applicable,ORD APP,4980.4,Dec 29/06,,
KOROKORO-1,Not Applicable,EXP,3200,Jan 19/59,,
KOROKORO-10,Not Applicable,ORD APP,3810,Mar 28/91,,
KOROKORO-2,Not Applicable,ORD APP,3338,Aug 08/62,,
KOROKORO-3,Not Applicable,ORD APP,3129,Mar 13/63,,
KOROKORO-4,Not Applicable,ORD APP,3130,Sep 17/63,,
KOROKORO-5,Not Applicable,ORD APP,3114,Nov 02/63,,
KOROKORO-6,Not Applicable,ORD APP,3125,Feb 02/64,,
KOROKORO-7,Oil Producer,DEV,2583,Apr 27/64,,
KOROKORO-8,Oil Producer,DEV,3082,Nov 23/65,,
KOROKORO-9,Not Applicable,ORD APP,3340,Jan 06/71,,
KOROLEI-1,Not Applicable,EXP,3194,Sep 21/85,,
KOROLEI-2,Not Applicable,ORD APP,3840,Nov 08/85,,
KOROLEI-3 (EX. AGBANAKUSI-1),Not Applicable,EXP,1853,Jul 11/90,,
KORONAMA-1,Not Applicable,EXP,4417,Feb 15/83,,
KORONAMA-2,Not Applicable,EXP,3710,Jul 05/84,,
KORONAMA-3,Not Applicable,EXP,4131.6,Dec 30/02,,
KORONAMA-3ST1,Not Applicable,EXP,4294.6,Apr 23/03,,
KPONO-1 (EX. KPONO WEST 1),Not Applicable,EXP,4622.6,Feb 08/95,,
KPONO-2,Not Applicable,ORD APP,4760,Jun 05/95,,
KPONO-2ST1,Not Applicable,ORD APP,4760,Sep 16/95,,
KPONO-2ST2,Not Applicable,ORD APP,4648,Oct 29/95,,
KPONO-3,Not Applicable,ORD APP,5117,Aug 20/95,,
KQ-1,Not Applicable,EXP,2770,May 10/71,,
KQ-2,Not Applicable,ORD APP,3472,Jun 13/71,,
KR-1,Not Applicable,EXP,2700,May 27/71,,
KRAKAMA EAST-1,Not Applicable,EXP,3875.5,Apr 24/62,,
KRAKAMA EAST-2,Not Applicable,EXP,3538.7,Feb 29/72,,
KRAKAMA EAST-3,Not Applicable,EXP,3597,Jul 30/77,,
KRAKAMA EAST-4,Not Applicable,ORD APP,3633,Dec 19/77,,
KRAKAMA-1,Not Applicable,EXP,3514.3,Aug 02/58,,
KRAKAMA-10,Not Applicable,ORD APP,2484,Aug 21/79,,
KRAKAMA-11,Not Applicable,ORD APP,2598,Sep 04/79,,
KRAKAMA-12,Not Applicable,ORD APP,2486,Jan 09/80,,
KRAKAMA-13,Not Applicable,EXP,4402,Nov 02/82,,
KRAKAMA-14,Oil Producer,DEV,2716,Mar 02/90,,
KRAKAMA-15,Oil Producer,DEV,4284,Mar 27/90,,
KRAKAMA-16,Not Applicable,ORD APP,4182,Jul 26/92,,
KRAKAMA-2,Not Applicable,ORD APP,2590.8,Mar 22/62,,
KRAKAMA-3,Not Applicable,ORD APP,3200.4,Nov 06/62,,
KRAKAMA-4,Not Applicable,ORD APP,2590.8,Nov 25/62,,
KRAKAMA-5,Not Applicable,ORD APP,2590.8,Dec 08/62,,
KRAKAMA-6,Not Applicable,ORD APP,2817.9,Apr 19/66,,
KRAKAMA-7,Not Applicable,ORD APP,3352.8,Aug 24/71,,
KRAKAMA-8,Oil Producer,DEV,3118,Sep 26/76,,
KRAKAMA-9,Oil Producer,DEV,3121,Oct 07/76,,
KRUMTA-1,Not Applicable,EXP,2951,Aug 10/88,,
KTM-10,Oil Producer,DEV,2313.13,10.02.2012,,
KTM-11,Oil Producer,DEV,2293.62,21.03.2012,,
KTM-12,Oil Producer,DEV,2299.716,24.04.2012,,
KTM-13,Oil Producer,DEV,2663.952,17.05.2012,,
KTM-14,Oil Producer,DEV,2596.896,21.06.2012,,
KTM-15A,Not Applicable,ORD APP,2273.8,19.07.2012,,
KTM-15STH,Oil Producer,DEV,3284.8,01.11.2012,,
KTM-16AH,Oil Producer,DEV,2766.7,06.08.2012,,
KTM-17AH,Oil Producer,DEV,2478.4,11.09.2012,,
KUDO-1,Not Applicable,EXP,2532.9,Apr 01/67,,
KUDO-1B,Not Applicable,EXP,3063.9,Jun 15/82,,
KUGBE-1,Not Applicable,EXP,3048,Mar 24/66,,
KUGBE-2,Not Applicable,EXP,3289.7,May 20/66,,
KUGBE-3,Not Applicable,ORD APP,3049.5,Apr 30/67,,
KUGBE-4,Not Applicable,ORD APP,3243,Jan 14/83,,
KUGBO WEST-1,Not Applicable,EXP,3612,Feb 20/80,,
KUKAKU-B(KANTU-C),Not Applicable,2nd APP,"9,230",April-16-2009,,
KULA-1,Not Applicable,EXP,3647.9,May 08/67,,
KULA-2,Not Applicable,EXP,3765,Nov 22/04,,
KULAMA EAST-1,Not Applicable,EXP,3114,Jun 13/78,,
KULAMA NORTH-1,Not Applicable,EXP,3352.8,Nov 10/74,,
KULAMA-1,Not Applicable,EXP,4107.5,Jun 21/63,,
KUMBOWEI-1,Not Applicable,EXP,3954.8,Nov 06/60,,
KUNZA-1,Not Applicable,EXP,3544,Jun 27/92,,
KUNZA-2,Not Applicable,EXP,3932,Feb 03/93,,
KURI-1,Not Applicable,EXP,3869,Apr 22/91,,
KURO-1,Not Applicable,EXP,4268,Jan 05/02,,
KUROGBAGBA SOUTH-1,Not Applicable,EXP,3800.9,Nov 17/65,,
KUROGBAGBA SOUTH-2,Not Applicable,ORD APP,3011.4,Feb 21/66,,
KUROGBAGBA SOUTH-3,Not Applicable,ORD APP,3069.3,Apr 14/66,,
KUROGBAGBA-1,Not Applicable,EXP,3913,Jul 16/65,,
KURUKUNAMA-1,Not Applicable,EXP,3343,Nov 21/67,,
KUTA-1,Not Applicable,EXP,2861,Jun 20/83,,
KUTCHALI-1,Not Applicable,EXP,3120,May 18/94,,
KUYERE-1,Not Applicable,EXP,4000m,12/1/2010,,
KUZARI-1,Not Applicable,EXP,1665,Aug 13/99,,
KWALE EAST-1,Not Applicable,EXP,3955,Jul 25/83,,
KWALE-1,Not Applicable,EXP,4272.7,Apr 26/67,,
KWALE-10,Oil Producer,DEV,2502,Mar 08/86,,
KWALE-11,Water Injector,DEV,3520,Apr 10/86,,
KWALE-12 DIR,Oil Producer,DEV,3771,Jun 28/00,,
KWALE-13 DIR,Oil Producer,DEV,4062,Dec 02/00,,
KWALE-14BIS,Oil Producer,DEV,4111,Dec 12/00,,
KWALE-15,Not Applicable,ORD APP,4029,Jun 02/02,,
KWALE-16,Not Applicable,ORD APP,4310,Aug 24/02,,
KWALE-17 DIR,Not Applicable,ORD APP,3916,Jan 01/04,,
KWALE-2,Not Applicable,ORD APP,3779,Dec 29/68,,
KWALE-3,Not Applicable,ORD APP,3771.9,Apr 06/69,,
KWALE-3BIS,Water Injector,DEV,3508,Oct 09/85,,
KWALE-3ST1,Not Applicable,EXP,3768,Apr 24/71,,
KWALE-4,Not Applicable,ORD APP,3992,Jul 14/74,,
KWALE-4BIS,Oil Producer,DEV,3981,Sep 12/92,,
KWALE-5,Not Applicable,ORD APP,3915,May 29/79,,
KWALE-6,Not Applicable,ORD APP,3389,Nov 13/81,,
KWALE-6BIS,Oil Producer,DEV,3742,Jun 12/00,,
KWALE-6BIS ST1,Oil Producer,DEV,3600,,,
KWALE-7,Oil Producer,DEV,4086,Mar 16/82,,
KWALE-8,Not Applicable,ORD APP,3845,Jun 06/84,,
KWALE-9,Oil Producer,DEV,3585,Jan 02/86,,
LAA-1,Not Applicable,EXP,2869,Feb 01/67,,
LATAKO EAST-3,Not Applicable,EXP,274,Mar 13/96,,
LATAKO-1,Not Applicable,EXP,183,Mar 06/96,,
LDD-1,Not Applicable,EXP,3200.4,May 11/67,,
LEE-1,Not Applicable,EXP,929.6,May 31/67,,
LEE-1A,Not Applicable,EXP,3149.8,Jun 10/67,,
LEKKI-1,Not Applicable,SCI,81.1,Feb 07/66,,
LEKKI-10,Not Applicable,SCI,441.1,Apr 04/66,,
LEKKI-11,Not Applicable,SCI,,Jul 01/66,,
LEKKI-12,Not Applicable,SCI,,Jul 01/66,,
LEKKI-13,Not Applicable,SCI,,Jul 01/66,,
LEKKI-14,Not Applicable,SCI,,Jul 01/66,,
LEKKI-15,Not Applicable,SCI,,,,
LEKKI-2,Not Applicable,SCI,114.3,Feb 17/66,,
LEKKI-3,Not Applicable,SCI,164.9,Mar 01/66,,
LEKKI-4,Not Applicable,SCI,,Jul 01/66,,
LEKKI-5,Not Applicable,SCI,205.1,Mar 13/66,,
LEKKI-6,Not Applicable,SCI,,Jul 01/66,,
LEKKI-7,Not Applicable,SCI,,Jul 01/66,,
LEKKI-8,Not Applicable,SCI,,Jul 01/66,,
LEKKI-9,Not Applicable,SCI,360.6,Mar 25/66,,
LETUGBENE-1,Not Applicable,EXP,3638.4,Apr 15/71,,
LFF-1,Not Applicable,EXP,3049.8,Jun 22/67,,
LGG-1,Not Applicable,EXP,3032.8,Sep 19/67,,
LHH-1,Not Applicable,EXP,3205.9,Sep 21/67,,
LI-1,Not Applicable,EXP,2751.1,May 17/65,,
LJJ-1,Not Applicable,EXP,3458.6,Oct 26/67,,
LK-1,Not Applicable,EXP,2715.5,Jul 10/65,,
LL-1,Not Applicable,EXP,2743.2,Aug 02/65,,
LLL-1,Not Applicable,EXP,1691.6,Dec 15/67,,
LLL-1A,Not Applicable,EXP,2065.6,Jan 04/68,,
LM-1,Not Applicable,EXP,2746.6,Oct 12/65,,
LOBIA-1,Not Applicable,EXP,1791.6,Nov 11/72,,
LONLA WEST-1,Not Applicable,EXP,,May 16/96,,
LONLA-1,Not Applicable,EXP,84,Apr 16/96,,
LONLA-2,Not Applicable,EXP,,Nov 27/96,,
LOO-1,Not Applicable,EXP,3048,Jan 22/68,,
LT-1,Not Applicable,EXP,214.9,Sep 05/66,,
LT-1A,Not Applicable,EXP,2852.9,Sep 15/66,,
LUBARA CREEK SOUTH-1,Not Applicable,EXP,3812,Mar 23/83,,
LUBARA CREEK-1,Not Applicable,EXP,3367,Sep 20/58,,
LUBARA CREEK-2,Not Applicable,EXP,3048,Aug 31/59,,
MADU-1,Not Applicable,EXP,2786,Dec 29/92,,
MADU-1ST1,Not Applicable,EXP,3095,Feb 15/93,,
MADU-2,Not Applicable,ORD APP,2929,Nov 02/93,,
MADU-2ST1,Not Applicable,ORD APP,2661,Dec 16/93,,
MADU-3,Not Applicable,ORD APP,1900,Oct 10/95,,
MADU-3ST1,Not Applicable,ORD APP,2679,Oct 16/95,,
MADU-3ST2,Not Applicable,ORD APP,2858,Nov 25/95,,
MADU-3ST3,Not Applicable,ORD APP,3478,Dec 18/95,,
MADU-4,Oil Producer,DEV,1070,Sep 10/06,,
MADU-4ST1,Oil Producer,DEV,2767,Oct 26/06,,
MAGNA-1,Not Applicable,EXP,4039.5,Dec 05/65,,
MAGNA-2,Not Applicable,EXP,3421,Sep 08/83,,
MAHIN-1,Not Applicable,EXP,2906,May 26/68,,
MAHIN-2,Not Applicable,EXP,2781,Jun 20/86,,
MAIDUGURI DEEP TEST-2,Water Injector,DEV,582,Sep 18/60,,
MAKARABA-1,Not Applicable,EXP,3444.2,May 03/73,,
MAKARABA-10,Not Applicable,ORD APP,3596.6,Jul 20/74,,
MAKARABA-11,Oil Producer,DEV,2167.1,Aug 18/74,,
MAKARABA-12,Oil Producer,DEV,2167.4,Sep 05/74,,
MAKARABA-13,Oil Producer,DEV,3007.5,Nov 16/74,,
MAKARABA-14,Oil Producer,DEV,2488.7,Dec 14/74,,
MAKARABA-15,Oil Producer,DEV,2134,Jul 22/75,,
MAKARABA-16,Oil Producer,DEV,2331.7,Aug 07/75,,
MAKARABA-17,Oil Producer,DEV,2380.8,Aug 29/75,,
MAKARABA-18,Oil Producer,DEV,2316.8,Jul 17/77,,
MAKARABA-19,Oil Producer,DEV,2130.25,Aug 19/77,,
MAKARABA-2,Not Applicable,ORD APP,3616.5,Jun 15/73,,
MAKARABA-20,Oil Producer,DEV,2021,Jul 01/77,,
MAKARABA-21,Oil Producer,DEV,2316.8,Sep 12/77,,
MAKARABA-22,Oil Producer,DEV,2187.6,Oct 01/77,,
MAKARABA-23,Oil Producer,DEV,2379.9,Nov 12/77,,
MAKARABA-24,Oil Producer,DEV,2164.1,Feb 06/78,,
MAKARABA-25,Oil Producer,DEV,2385.1,May 26/78,,
MAKARABA-26,Oil Producer,DEV,2847,Jul 19/80,,
MAKARABA-27,Oil Producer,DEV,2201,Feb 21/81,,
MAKARABA-28,Oil Producer,DEV,2469,Mar 16/81,,
MAKARABA-29,Oil Producer,DEV,2285,Jun 25/81,,
MAKARABA-3,Oil Producer,DEV,3657.6,Jun 17/73,,
MAKARABA-30,Oil Producer,DEV,3038,Dec 02/90,,
MAKARABA-31,Oil Producer,DEV,2166,Jan 15/91,,
MAKARABA-32,Oil Producer,DEV,2335,Feb 05/91,,
MAKARABA-33,Oil Producer,DEV,2438,Apr 15/95,,
MAKARABA-34ST4,Oil Producer,DEV,2929,Aug 11/98,,
MAKARABA-4,Oil Producer,DEV,3634.4,Aug 13/73,,
MAKARABA-5,Oil Producer,DEV,3624.4,Nov 26/73,,
MAKARABA-6,Oil Producer,DEV,3596.6,Feb 06/74,,
MAKARABA-7,Oil Producer,DEV,3659.1,Mar 09/74,,
MAKARABA-8,Oil Producer,DEV,3483.3,May 21/74,,
MAKARABA-9,Oil Producer,DEV,3426.3,Jun 23/74,,
MALU-1,Not Applicable,EXP,2721.6,May 11/67,,
MALU-10,Oil Producer,DEV,2537.5,Nov 18/69,,
MALU-11,Oil Producer,DEV,2069.3,Sep 11/70,,
MALU-12,Oil Producer,DEV,2087.9,Oct 01/70,,
MALU-13,Oil Producer,DEV,2267.7,Oct 10/70,,
MALU-14,Oil Producer,DEV,1663,Oct 22/70,,
MALU-15,Oil Producer,DEV,2205.2,Nov 10/70,,
MALU-16,Oil Producer,DEV,2114.7,Nov 19/70,,
MALU-17,Not Applicable,ORD APP,2195,Feb 06/74,,
MALU-18,Not Applicable,ORD APP,1836,Feb 26/76,,
MALU-19,Not Applicable,ORD APP,2347,Nov 02/79,,
MALU-2,Not Applicable,ORD APP,2743.8,Feb 06/69,,
MALU-20,Oil Producer,DEV,2479,Jul 26/80,,
MALU-21,Oil Producer,DEV,2512,Sep 02/80,,
MALU-22,Not Applicable,ORD APP,3046,Aug 26/81,,
MALU-23,Oil Producer,DEV,2301,Nov 08/81,,
MALU-24,Oil Producer,DEV,3096,Aug 23/87,,
MALU-25,Oil Producer,DEV,3078,Jun 16/88,,
MALU-26,Oil Producer,DEV,2420,Mar 17/92,,
MALU-28 (19D),Oil Producer,DEV,2792,Sep 24/00,,
MALU-29 (19E),Oil Producer,DEV,2697,Sep 28/00,,
MALU-3,Oil Producer,DEV,2345.7,Mar 11/69,,
MALU-31,Oil Producer,DEV,2000,Aug 22/06,,
MALU-31ST1,Oil Producer,DEV,2500,Sep 26/06,,
MALU-4,Oil Producer,DEV,2485,Apr 05/69,,
MALU-5,Oil Producer,DEV,2334.2,Aug 22/69,,
MALU-6,Oil Producer,DEV,2382,Nov 08/69,,
MALU-7,Oil Producer,DEV,2248.2,Jul 08/69,,
MALU-8,Oil Producer,DEV,2331.7,Sep 10/69,,
MALU-8ST2,Oil Producer,DEV,2199,Nov 17/03,,
MALU-9,Oil Producer,DEV,2233.3,Dec 19/69,,
MANU-A,Not Applicable,EXP,,,,
MANUSO NORTHEAST-1,Not Applicable,EXP,4280,Feb 06/80,,
MANUSO-1,Not Applicable,EXP,3799,Apr 07/66,,
MANUSO-2,Not Applicable,ORD APP,3880.1,Jan 17/73,,
MARUN-1,Not Applicable,EXP,3659.1,Jul 01/65,,
MASU-1,Not Applicable,EXP,3100,Apr 08/92,,
MATSOGO-1,Not Applicable,EXP,3965.8,May 29/66,,
MATSOGO-2,Not Applicable,EXP,2994.7,Apr 20/69,,
MATSOGO-3,Not Applicable,EXP,,,,
MBAIYAK-1,Not Applicable,EXP,2831,Nov 04/85,,
MBALA-1,Not Applicable,EXP,681.8,Oct 29/38,,
MBALA-2,Not Applicable,EXP,681.8,Jan 02/39,,
MBALA-3,Not Applicable,EXP,101.5,Jan 22/39,,
MBAMBA-1,Not Applicable,EXP,2753,Jul 10/81,,
MBARA-1,Not Applicable,EXP,2371,Apr 16/90,,
M'BEDE-1,Not Applicable,EXP,4005.1,Dec 22/65,,
M'BEDE-10,Not Applicable,ORD APP,2835.9,Dec 21/66,,
M'BEDE-11,Not Applicable,ORD APP,2865.1,Aug 25/70,,
M'BEDE-12,Not Applicable,ORD APP,2926.1,Oct 15/70,,
M'BEDE-13,Not Applicable,ORD APP,2837.1,Jun 23/67,,
M'BEDE-14,Not Applicable,ORD APP,1019.3,Nov 12/70,,
M'BEDE-15,Not Applicable,ORD APP,2800.2,Nov 20/70,,
M'BEDE-16,Not Applicable,ORD APP,3026.7,Feb 04/71,,
M'BEDE-17,Not Applicable,ORD APP,2487.8,Feb 06/72,,
M'BEDE-18,Not Applicable,ORD APP,2843.8,Mar 05/72,,
M'BEDE-19,Oil Producer,DEV,2115,Jun 26/74,,
M'BEDE-1ST1,Oil Producer,DEV,2845,May 18/01,,
M'BEDE-2,Not Applicable,ORD APP,3229.1,Jun 08/66,,
M'BEDE-20,Not Applicable,ORD APP,2827,Jul 17/74,,
M'BEDE-21,Oil Producer,DEV,2828,Feb 11/81,,
M'BEDE-22,Oil Producer,DEV,3780,Apr 15/89,,
M'BEDE-22BIS,Oil Producer,DEV,3920,Feb 26/02,,
M'BEDE-23,Oil Producer,DEV,2855,Jan 08/90,,
M'BEDE-24 DIR,Oil Producer,DEV,2852,Feb 19/92,,
M'BEDE-24 DIR ST1,Oil Producer,DEV,3050,Apr 03/92,,
M'BEDE-25,Oil Producer,DEV,3410,Feb 14/93,,
M'BEDE-26,Oil Producer,DEV,2930,Aug 09/93,,
M'BEDE-27 DIR,Oil Producer,DEV,2865,Dec 05/98,,
M'BEDE-27HST1,Oil Producer,DEV,2863,Jan 01/99,,
M'BEDE-27HST2,Oil Producer,DEV,3510,Jan 01/99,,
MBEDE-28ST,Oil Producer,DEV,3165,16.07.2012,,
M'BEDE-2ST1,Not Applicable,ORD APP,2810,Jul 12/66,,
M'BEDE-3,Not Applicable,ORD APP,3169.9,Jul 02/66,,
M'BEDE-4,Not Applicable,ORD APP,2926.1,Aug 08/66,,
M'BEDE-5,Not Applicable,ORD APP,3310.1,Aug 14/66,,
M'BEDE-6,Not Applicable,ORD APP,3087,Oct 14/66,,
M'BEDE-7,Not Applicable,ORD APP,2895,Oct 08/66,,
M'BEDE-8,Not Applicable,ORD APP,2895,Nov 14/66,,
M'BEDE-9,Not Applicable,ORD APP,2847.1,Jul 15/67,,
M'BEDE-9D,Not Applicable,ORD APP,2847.4,Dec 21/70,,
MBEJI-1,Not Applicable,EXP,3730,Nov 03/92,,
MBO-1,Not Applicable,EXP,2668,Dec 19/89,,
MBUME-1,Not Applicable,EXP,2275.3,Sep 29/84,,
MBUOTIDEM-1,Not Applicable,EXP,3427,Aug 20/76,,
MBUOTIDEM-2,Not Applicable,ORD APP,3520,Jul 07/79,,
MBUOTIDEM-3,Not Applicable,ORD APP,2889,Sep 20/79,,
MBUOTIDEM-4,Not Applicable,ORD APP,"15,412ft",24-Jan-13,,
MBUOTIDEM-4 ,Not Applicable,ORD APP,"13,423ft",24/01/2013,,
MBUOTIDEM-4 ST,Not Applicable,ORD APP,"11,640ft",24/01/2013,,
MBUOTIDEM-4ST1,Not Applicable,ORD APP,"15,412ft", ,,
MCC-1,Not Applicable,EXP,3043.1,Apr 12/67,,
MD-1,Not Applicable,EXP,3051.7,Dec 31/64,,
MEFA-1,Not Applicable,EXP,3670.4,Oct 02/65,,
MEFA-10,Not Applicable,ORD APP,2660,Jan 08/89,,
MEFA-11,Not Applicable,ORD APP,3363,Feb 05/90,,
MEFA-12,Oil Producer,DEV,2413,Sep 25/91,,
MEFA-13,Oil Producer,DEV,2859,Nov 21/91,,
MEFA-14,Oil Producer,DEV,2641,Jan 07/92,,
MEFA-15,Oil Producer,DEV,2761,Feb 06/92,,
MEFA-16,Oil Producer,DEV,3420,Feb 22/92,,
MEFA-17,Oil Producer,DEV,2749,Mar 22/92,,
MEFA-17ST1,Oil Producer,DEV,2164,,,
MEFA-18,Oil Producer,DEV,2981,May 14/92,,
MEFA-19,Oil Producer,DEV,2633,Jan 13/94,,
MEFA-19D,Oil Producer,DEV,3771,Mar 03/06,,
MEFA-19HST,Oil Producer,DEV,3093,Feb 23/06,,
MEFA-2,Oil Producer,DEV,3657.6,Dec 06/65,,
MEFA-20,Oil Producer,DEV,2883,Oct 23/01,,
MEFA-21H,Oil Producer,DEV,2933,May 17/02,,
MEFA-22H,Oil Producer,DEV,3177,May 13/02,,
MEFA-23H,Oil Producer,DEV,3083,Sep 01/03,,
MEFA-24,Oil Producer,DEV,3770,,,
MEFA-25,Oil Producer,DEV,2757,May 22/06,,
MEFA-26C14,Oil Producer,DEV,2556,Apr 01/06,,
MEFA-3,Oil Producer,DEV,2965.7,Jan 01/73,,
MEFA-4,Oil Producer,DEV,2941,Feb 27/73,,
MEFA-4ST1,Oil Producer,DEV,2779,Dec 15/03,,
MEFA-5,Oil Producer,DEV,2614,Apr 24/73,,
MEFA-6,Oil Producer,DEV,2726,Apr 27/74,,
MEFA-7,Oil Producer,DEV,2765,May 14/74,,
MEFA-8,Oil Producer,DEV,2419,Oct 10/77,,
MEFA-9,Not Applicable,ORD APP,2777,Aug 17/88,,
MEJI 57,Oil Producer,DEV,"6,525",,,
MEJI-1,Not Applicable,EXP,3654,Nov 29/64,,
MEJI-10,Oil Producer,DEV,2570,Apr 08/68,,
MEJI-11,Oil Producer,DEV,2969,Apr 29/68,,
MEJI-12,Oil Producer,DEV,3157,Dec 01/68,,
MEJI-13,Oil Producer,DEV,3072,Nov 07/72,,
MEJI-14,Oil Producer,DEV,3265,Jun 23/68,,
MEJI-15,Oil Producer,DEV,2478,Aug 16/68,,
MEJI-16,Oil Producer,DEV,3139,Nov 24/72,,
MEJI-16ST1,Oil Producer,DEV,2718,Dec 29/99,,
MEJI-17,Oil Producer,DEV,2775,Dec 11/72,,
MEJI-17HST2,Oil Producer,DEV,2460,Jun 04/01,,
MEJI-18,Oil Producer,DEV,2421,Feb 08/73,,
MEJI-19,Oil Producer,DEV,2530,Mar 03/73,,
MEJI-2,Oil Producer,DEV,3097,Mar 19/67,,
MEJI-20,Oil Producer,DEV,2438,Jul 01/75,,
MEJI-20HST1,Oil Producer,DEV,2719,Jul 12/03,,
MEJI-21,Oil Producer,DEV,2083,Nov 12/75,,
MEJI-21HST1,Oil Producer,DEV,3024,Aug 05/01,,
MEJI-22,Oil Producer,DEV,2076,Jun 13/76,,
MEJI-23,Oil Producer,DEV,2164,Oct 08/76,,
MEJI-24,Oil Producer,DEV,710,Oct 23/76,,
MEJI-25,Oil Producer,DEV,2154,Oct 29/76,,
MEJI-26,Oil Producer,DEV,1568,Jan 21/77,,
MEJI-27,Not Applicable,ORD APP,3048,May 27/81,,
MEJI-28,Oil Producer,DEV,2037,Feb 24/82,,
MEJI-29,Not Applicable,ORD APP,4525,Mar 28/82,,
MEJI-3,Oil Producer,DEV,3154,Feb 02/67,,
MEJI-30,Oil Producer,DEV,3581,Apr 05/91,,
MEJI-31,Oil Producer,DEV,2855,Apr 24/92,,
MEJI-32,Oil Producer,DEV,3825,Jan 23/93,,
MEJI-33,Oil Producer,DEV,3287,Sep 27/97,,
MEJI-33HST1,Oil Producer,DEV,3800,Oct 20/97,,
MEJI-34H,Oil Producer,DEV,2733,Oct 06/99,,
MEJI-35H,Oil Producer,DEV,2427,Jan 20/00,,
MEJI-36H (13E-H),Oil Producer,DEV,2560,Oct 03/00,,
MEJI-37H (16E),Oil Producer,DEV,2482,Nov 07/00,,
MEJI-38H (16D),Oil Producer,DEV,3122,Nov 10/00,,
MEJI-39H (26C-H),Oil Producer,DEV,2682,Mar 20/01,,
MEJI-4,Oil Producer,DEV,3307,Apr 23/67,,
MEJI-40H (26D-H),Oil Producer,DEV,2510,Jun 26/01,,
MEJI-41H,Oil Producer,DEV,2405,Jul 14/01,,
MEJI-42H,Oil Producer,DEV,2563,Jul 21/03,,
MEJI-43H,Oil Producer,DEV,2137,Jun 26/04,,
MEJI-44H,Oil Producer,DEV,2551,Jun 28/04,,
MEJI-45H,Oil Producer,DEV,3134,Jul 01/04,,
MEJI-45HST1,Oil Producer,DEV,3744,Aug 10/04,,
MEJI-46H,Oil Producer,DEV,3634,Jul 03/04,,
MEJI-47H,Oil Producer,DEV,2160,Dec 30/04,,
MEJI-48H,Oil Producer,DEV,2234,Jan 03/05,,
MEJI-49B-H,Oil Producer,DEV,,Sep 12/05,,
MEJI-49C-H,Oil Producer,DEV,2213,Sep 08/05,,
MEJI-5,Not Applicable,ORD APP,4112,Nov 09/80,,
MEJI-50H,Oil Producer,DEV,2600,Sep 13/05,,
MEJI-51H,Oil Producer,DEV,3860,Sep 15/05,,
MEJI-52H,Oil Producer,DEV,4009,Sep 18/05,,
MEJI-53H,Oil Producer,DEV,2420,Sep 05/07,,
MEJI-54H,Oil Producer,DEV,3723,Dec 15/07,,
MEJI-55,Oil Producer,DEV,"7,600ft ",,,
MEJI-56H,Oil Producer,DEV,"7,799",,,
MEJI-6,Oil Producer,DEV,3433,Aug 01/67,,
MEJI-6HST1,Oil Producer,DEV,2587,Aug 22/03,,
MEJI-7,Oil Producer,DEV,3200,Feb 12/68,,
MEJI-8,Oil Producer,DEV,2927,Nov 26/75,,
MEJI-8HST1,Oil Producer,DEV,2310,Aug 25/01,,
MEJI-9,Oil Producer,DEV,3505,Jan 08/68,,
MEJO-1,Not Applicable,EXP,2965,Dec 01/88,,
MEJO-2,Not Applicable,ORD APP,2036,Nov 26/91,,
MEJO-3,Oil Producer,DEV,2274,Aug 13/94,,
MEJO-4,Oil Producer,DEV,2313,Dec 14/94,,
MEJO-5,Oil Producer,DEV,1700,Apr 17/07,,
MEJO-5ST1,Oil Producer,DEV,,,,
MEREN NORTH-1,Not Applicable,EXP,3608,May 31/89,,
MEREN WEST-1,Oil Producer,DEV,3570,Jun 27/90,,
MEREN-1,Not Applicable,EXP,2128.4,Feb 25/65,,
MEREN-10,Oil Producer,DEV,2547,Feb 03/67,,
MEREN-100,Oil Producer,DEV,3734,Sep 27/01,,
MEREN-100HST2,Oil Producer,DEV,2530,Apr 15/02,,
MEREN-101I,Water Injector,DEV,1782,Jun 29/02,,
MEREN-102,Oil Producer,DEV,2152,Mar 21/04,,
MEREN-103,Oil Producer,DEV,2391,Apr 02/04,,
MEREN-104,Oil Producer,DEV,2221,May 17/04,,
MEREN-105,Oil Producer,DEV,2639,May 16/04,,
MEREN-106H,Oil Producer,DEV,2304,Aug 16/05,,
MEREN-107,Oil Producer,DEV,2247,Jan 25/06,,
