Well_Name,WellType_Name,WellClass_Name,Total_Dept,SPud_Date,Remarks,Production Completed
OPOBO SOUTH-3,Not Applicable,ORD APP,3692.7,Jun 20/74,,
OPOBO SOUTH-4,Oil Producer,DEV,3603,Aug 13/74,,
OPOBO SOUTH-5,Oil Producer,DEV,3673,Feb 11/79,,
OPOBO SOUTH-6,Oil Producer,DEV,3212,Apr 15/79,,
OPOBO SOUTH-7,Oil Producer,DEV,3082,Aug 20/79,,
OPOBO SOUTH-8,Not Applicable,ORD APP,2993,Sep 20/79,,
OPOBO SOUTH-9,Oil Producer,DEV,2947,Oct 13/79,,
OPOLO-1,Not Applicable,EXP,3434,Feb 23/67,,
OPOLO-10,Oil Producer,DEV,3400,Aug 03/97,,
OPOLO-11,Oil Producer,DEV,3400,Jul 08/97,,
OPOLO-12H,Oil Producer,DEV,2806,Nov 02/04,,
OPOLO-12HST1,Oil Producer,DEV,3969,Nov 01/04,,
OPOLO-12HST2,Oil Producer,DEV,3166,Nov 28/04,,
OPOLO-2,Not Applicable,EXP,3140,Dec 24/75,,
OPOLO-3,Not Applicable,ORD APP,2443,Feb 09/79,,
OPOLO-4,Oil Producer,DEV,2727,Jul 19/95,,
OPOLO-4HST1,Oil Producer,DEV,3342,,,
OPOLO-5H,Oil Producer,DEV,2490,Feb 26/97,,
OPOLO-5HST1,Oil Producer,DEV,3000,Apr 01/97,,
OPOLO-5HST2,Oil Producer,DEV,2976,Mar 27/97,,
OPOLO-5HST3,Oil Producer,DEV,2519,Apr 26/97,,
OPOLO-6,Oil Producer,DEV,2961,Mar 14/97,,
OPOLO-7,Oil Producer,DEV,2946,Mar 17/97,,
OPOLO-8,Water Injector,DEV,3080,Mar 20/97,,
OPOLO-9,Oil Producer,DEV,2765,Mar 24/97,,
OPOMOYO-1,Not Applicable,EXP,4066,Nov 02/87,,
OPUAMA-1,Not Applicable,EXP,3052,Oct 27/72,,
OPUAMA-2,Not Applicable,ORD APP,2895.6,Jan 01/73,,
OPUAMA-3,Not Applicable,ORD APP,2773.7,Jun 02/73,,
OPUAMA-4,Not Applicable,ORD APP,2956.6,Jun 20/73,,
OPUAMA-5,Not Applicable,ORD APP,2795.3,May 29/74,,
OPUAMA-6,Not Applicable,ORD APP,2789,Oct 31/75,,
OPUAMA-7,Oil Producer,DEV,2396,Mar 21/80,,
OPUEKEBA-1,Not Applicable,EXP,3666,Dec 12/77,,
OPUEKEBA-10,Oil Producer,DEV,2865,Mar 25/94,,
OPUEKEBA-11,Oil Producer,DEV,2819,May 07/94,,
OPUEKEBA-11ST1,Oil Producer,DEV,2766,Apr 12/02,,
OPUEKEBA-12H,Oil Producer,DEV,3350,Feb 14/02,,
OPUEKEBA-13B,Oil Producer,DEV,3132,Mar 26/02,,
OPUEKEBA-14H,Oil Producer,DEV,3342,May 07/02,,
OPUEKEBA-2,Not Applicable,EXP,2972,Jul 15/78,,
OPUEKEBA-3,Not Applicable,ORD APP,3554,Sep 07/78,,
OPUEKEBA-4,Not Applicable,ORD APP,3261,Nov 09/78,,
OPUEKEBA-5,Not Applicable,ORD APP,3474,Jul 04/87,,
OPUEKEBA-6,Not Applicable,ORD APP,3539,Sep 09/87,,
OPUEKEBA-7,Oil Producer,DEV,3062,Mar 30/89,,
OPUEKEBA-8,Oil Producer,DEV,2362,Aug 18/93,,
OPUEKEBA-8ST1,Oil Producer,DEV,2591,Aug 26/93,,
OPUEKEBA-9,Oil Producer,DEV,3094,Feb 11/94,,
OPUEYI-1,Not Applicable,EXP,2388m,8/15/2010,,
OPUGBENE-002,Not Applicable,1st APP,4164.58,12.09.2010,,
OPUGBENE-1,Not Applicable,ORD APP,4020,Feb 16/90,,
OPUKIRI-1,Not Applicable,EXP,,Jun 12/07,,
OPUKUSHI NORTH-1,Not Applicable,EXP,3769.2,Sep 12/77,,
OPUKUSHI NORTH-2,Not Applicable,ORD APP,3228,Sep 24/80,,
OPUKUSHI NORTH-3,Not Applicable,ORD APP,3152,Jan 02/84,,
OPUKUSHI NORTH-4,Not Applicable,ORD APP,2975,Jun 16/85,,
OPUKUSHI NORTH-5,Not Applicable,ORD APP,3633,Jul 18/95,,
OPUKUSHI-1,Not Applicable,EXP,4084,Jul 29/62,,
OPUKUSHI-10,Oil Producer,DEV,2591,Feb 21/76,,
OPUKUSHI-11,Not Applicable,ORD APP,2662,Oct 31/77,,
OPUKUSHI-12,Not Applicable,ORD APP,3211,Nov 28/77,,
OPUKUSHI-13,Not Applicable,ORD APP,2386,Jan 08/78,,
OPUKUSHI-14,Oil Producer,DEV,3712,Sep 25/78,,
OPUKUSHI-15,Oil Producer,DEV,3360,Jan 11/80,,
OPUKUSHI-16,Not Applicable,ORD APP,3826,Jun 22/80,,
OPUKUSHI-17,Not Applicable,ORD APP,2676,Oct 14/82,,
OPUKUSHI-18,Not Applicable,ORD APP,3475,Oct 31/82,,
OPUKUSHI-19,Not Applicable,ORD APP,4282,Apr 03/90,,
OPUKUSHI-1ST1,Oil Producer,DEV,3602,Feb 15/95,,
OPUKUSHI-2,Not Applicable,ORD APP,3228,Jul 28/63,,
OPUKUSHI-20,Not Applicable,ORD APP,3411,Jan 24/96,,
OPUKUSHI-21,Oil Producer,DEV,3170,May 22/96,,
OPUKUSHI-22,Oil Producer,DEV,3373,Jul 15/96,,
OPUKUSHI-23,Oil Producer,DEV,2518,Nov 27/96,,
OPUKUSHI-24H,Oil Producer,DEV,3356,Feb 15/97,,
OPUKUSHI-25,Oil Producer,DEV,4672,Jun 11/98,,
OPUKUSHI-26,Oil Producer,DEV,2785,Aug 28/98,,
OPUKUSHI-27,Oil Producer,DEV,3306,May 10/99,,
OPUKUSHI-28,Oil Producer,DEV,3690,Jun 06/99,,
OPUKUSHI-29,Oil Producer,DEV,2854,Aug 31/99,,
OPUKUSHI-3,Not Applicable,ORD APP,3625,Sep 17/63,,
OPUKUSHI-30,Oil Producer,DEV,2893,Oct 08/99,,
OPUKUSHI-31,Oil Producer,DEV,3229,Nov 19/99,,
OPUKUSHI-32,Oil Producer,DEV,3159,Jul 01/00,,
OPUKUSHI-33,Oil Producer,DEV,3018,Aug 27/00,,
OPUKUSHI-34,Oil Producer,DEV,3155,Oct 24/00,,
OPUKUSHI-35,Oil Producer,DEV,4139,Oct 10/02,,
OPUKUSHI-36,Oil Producer,DEV,3624,Oct 17/02,,
OPUKUSHI-37,Oil Producer,DEV,4329,Oct 22/02,,
OPUKUSHI-38,Oil Producer,DEV,4228,May 25/03,,
OPUKUSHI-4,Not Applicable,ORD APP,3482,Aug 12/71,,
OPUKUSHI-5,Not Applicable,ORD APP,3700,Sep 12/72,,
OPUKUSHI-6,Not Applicable,ORD APP,3956,Jan 23/73,,
OPUKUSHI-6ST1,Oil Producer,DEV,3500,Aug 04/02,,
OPUKUSHI-7,Not Applicable,ORD APP,3981,Jun 06/73,,
OPUKUSHI-7ST1,Oil Producer,DEV,2863,Aug 29/03,,
OPUKUSHI-8,Not Applicable,ORD APP,3962,Jul 31/73,,
OPUKUSHI-9,Oil Producer,DEV,3038,Feb 08/76,,
OPUKUSHI-9ST1,Oil Producer,DEV,2874,Jul 30/03,,
OPULOBU ISLAND-1,Not Applicable,EXP,3072.4,Mar 23/66,,
ORASHI-1,Not Applicable,EXP,2569.8,Jan 17/75,,
ORE-1,Not Applicable,EXP,2372.3,Mar 26/69,,
OREBA-1,Not Applicable,EXP,3764.3,May 22/66,,
OREDO-1,Not Applicable,EXP,4072,May 15/80,,
OREDO-10,Oil Producer,DEV,,Aug 02/07,,
OREDO-11,Oil Producer,DEV,,Apr 08/08,,
OREDO-12,Oil Producer,DEV,"13,124",,,
OREDO-2,Not Applicable,EXP,3912,Oct 16/80,,
OREDO-3,Not Applicable,ORD APP,3838,Jul 10/81,,
OREDO-4,Not Applicable,ORD APP,3797,Dec 10/81,,
OREDO-5,Not Applicable,ORD APP,3701,Mar 19/82,,
OREDO-6,Not Applicable,ORD APP,3620,Jun 09/82,,
OREDO-7,Not Applicable,ORD APP,3268,Aug 05/83,,
OREDO-8,Not Applicable,ORD APP,3654,Oct 06/83,,
OREDO-8B,Oil Producer,DEV,"10,719",DEC-03-2009,,
OREDO-9,Oil Producer,DEV,3278,Nov 19/90,,
OREDO-M,Oil Producer,DEV,"12,530",,DEVIATED,
ORHO-1,Not Applicable,EXP,3666.1,Jul 07/63,,
ORIMEDU-1,Not Applicable,EXP,1618.5,Feb 04/63,,
ORIOMU-1,Not Applicable,EXP,3706,May 31/91,,
ORIRI-1,Not Applicable,EXP,3075,Dec 31/91,,
ORIRI-2,Not Applicable,ORD APP,"10,842ftMD",2-Jan-12,,
OROBIRI-1,Not Applicable,EXP,3205,Mar 14/74,,
OROGHO-1,Not Applicable,EXP,3921,Sep 24/88,,
OROGHO-2,Not Applicable,ORD APP,3447,Jan 23/90,,
OROGHO-3,Not Applicable,ORD APP,4571,Oct 10/92,,
OROGHO-3ST1,Not Applicable,ORD APP,4566,Nov 15/92,,
OROGHO-4,Not Applicable,ORD APP,3874,Feb 21/93,,
ORON EAST-1,Not Applicable,EXP,1836,Aug 18/01,,
ORON EAST-1ST1,Not Applicable,EXP,2167,Aug 01/01,,
ORON NORTH-1,Not Applicable,EXP,2676,Feb 27/95,,
ORON NORTH-10H,Oil Producer,DEV,3000,,,
ORON NORTH-11H,Oil Producer,DEV,2388,Oct 22/07,,
ORON NORTH-2,Not Applicable,ORD APP,2247,Mar 20/02,,
ORON NORTH-2ST1,Not Applicable,ORD APP,2082,Apr 02/02,,
ORON NORTH-3A,Not Applicable,ORD APP,1980,Jan 26/05,,
ORON NORTH-4AST1,Not Applicable,ORD APP,2270,Jun 01/05,,
ORON NORTH-4H,Oil Producer,DEV,2743,Jun 08/05,,
ORON NORTH-5H,Oil Producer,DEV,2646,Jul 19/05,,
ORON NORTH-6A,Not Applicable,ORD APP,2239,Sep 03/05,,
ORON NORTH-6H,Oil Producer,DEV,3008,Sep 12/05,,
ORON NORTH-7A,Not Applicable,ORD APP,2807,Sep 01/05,,
ORON NORTH-8H,Oil Producer,DEV,3098,Feb 10/06,,
ORON NORTH-9H,Oil Producer,DEV,3097,Mar 07/06,,
ORON NORTH-9ST1,Oil Producer,DEV,3098,,,
ORON NORTH-9ST2,Oil Producer,DEV,2866,,,
ORON WEST -16H,Oil Producer,DEV,3092MD,24.12.2008,,
ORON WEST -16P,Not Applicable,ORD APP,2569.00 MD,24.12.2008,,
ORON WEST -17H,Oil Producer,DEV,2466MD,29.01.2009,,
ORON WEST -17HST,Oil Producer,DEV,3211MD,29.01.2009,,
ORON WEST SOUTH-1A,Not Applicable,ORD APP,2355,Mar 12/05,,
ORON WEST SOUTH-1AST,Not Applicable,ORD APP,2290,Mar 20/05,,
ORON WEST-1,Not Applicable,EXP,2997,Feb 05/02,,
ORON WEST-10H,Oil Producer,DEV,3018,Jun 23/08,,
ORON WEST-11H,Oil Producer,DEV,2713,Dec 01/07,,
ORON WEST-13H,Oil Producer,DEV,3144,Nov 28/07,,
ORON WEST-1ST1,Not Applicable,EXP,3033,Feb 26/02,,
ORON WEST-1ST2,Not Applicable,EXP,2993,Feb 13/04,,
ORON WEST-2A,Not Applicable,ORD APP,2097,Dec 28/04,,
ORON WEST-2AST1,Not Applicable,ORD APP,2288,Jan 10/05,,
ORON WEST-2AST2,Not Applicable,ORD APP,2309,Jan 14/05,,
ORON WEST-3A,Not Applicable,ORD APP,2000,Mar 30/05,,
ORON WEST-3AST1,Not Applicable,ORD APP,2133,Apr 08/05,,
ORON WEST-3AST2,Not Applicable,ORD APP,2846,Apr 14/05,,
ORON WEST-3AST3,Not Applicable,ORD APP,2792,Apr 19/05,,
ORON WEST-4H,Oil Producer,DEV,3757,Aug 11/05,,
ORON WEST-5H,Oil Producer,DEV,3250,Jun 23/05,,
ORON WEST-6H,Oil Producer,DEV,3000,,,
ORON WEST-7H,Oil Producer,DEV,,Jun 28/07,,
ORON WEST-C-1A,Not Applicable,ORD APP,,,,
ORON WEST-C-1AST1,Not Applicable,ORD APP,,,,
ORON-1,Not Applicable,EXP,2500,Apr 08/74,,
ORON-2,Not Applicable,EXP,2650,Jun 16/75,,
ORON-3,Not Applicable,2nd APP,"7,050ft",19/08/2013,,
ORON-4,Not Applicable,ORD APP,9288ft,19/10/13,,
ORONI-1,Not Applicable,EXP,3962.4,May 21/64,,
ORONI-2,Not Applicable,ORD APP,4015.4,Jun 06/75,,
ORONI-3,Not Applicable,EXP,3903,Apr 07/67,,
ORONI-4,Not Applicable,ORD APP,3014.8,Jun 28/68,,
ORONI-5,Not Applicable,ORD APP,3352.8,Jul 11/68,,
ORONI-6,Not Applicable,ORD APP,2743.2,Apr 12/69,,
ORONI-7,Not Applicable,ORD APP,3718.6,Apr 26/69,,
ORONI-8,Not Applicable,ORD APP,3352.8,May 19/69,,
ORORO-1,Not Applicable,EXP,3124,Mar 07/86,,
ORSO-1,Not Applicable,EXP,,Jan 08/08,,
ORUBIRI-1,Not Applicable,EXP,3628.3,May 02/71,,
ORUBIRI-10,Not Applicable,ORD APP,2941,Mar 10/76,,
ORUBIRI-11,Not Applicable,ORD APP,2817,Mar 28/76,,
ORUBIRI-2,Not Applicable,ORD APP,3182.1,Dec 20/71,,
ORUBIRI-3,Not Applicable,ORD APP,3004.1,Jan 23/72,,
ORUBIRI-4,Not Applicable,EXP,2865.1,Feb 05/72,,
ORUBIRI-5,Not Applicable,ORD APP,3060.8,Jan 24/74,,
ORUBIRI-6,Oil Producer,DEV,2926,Jan 15/75,,
ORUBIRI-7,Oil Producer,DEV,3048,Jan 28/75,,
ORUBIRI-8,Not Applicable,ORD APP,2134,Feb 18/75,,
ORUBIRI-9,Not Applicable,ORD APP,2915,Mar 05/75,,
ORUBOU-1,Not Applicable,EXP,4053.8,Sep 08/71,,
ORUBOU-2,Not Applicable,EXP,4230,Nov 21/88,,
ORUGBENE-1,Not Applicable,EXP,4122.4,Mar 20/72,,
OSARI-1,Not Applicable,EXP,3674.4,May 09/67,,
OSHI-1,Not Applicable,EXP,4143,Apr 01/72,,
OSHI-10,Not Applicable,ORD APP,4373,Jan 27/78,,
OSHI-11,Oil Producer,DEV,3526,May 12/78,,
OSHI-11ST1,Oil Producer,DEV,3784,Jun 26/00,,
OSHI-12,Oil Producer,DEV,3582,Dec 03/79,,
OSHI-13,Oil Producer,DEV,4250,Feb 28/83,,
OSHI-14,Oil Producer,DEV,3593,May 15/00,,
OSHI-2,Not Applicable,ORD APP,4292,Mar 09/73,,
OSHI-3,Not Applicable,ORD APP,3688,Jun 03/73,,
OSHI-4,Not Applicable,ORD APP,3967,Jul 16/73,,
OSHI-5,Not Applicable,ORD APP,3664,Sep 19/73,,
OSHI-6,Not Applicable,ORD APP,4054,Nov 11/73,,
OSHI-7,Not Applicable,ORD APP,4317,Dec 21/73,,
OSHI-8,Oil Producer,DEV,3608,May 03/74,,
OSHI-9,Not Applicable,ORD APP,3614,Jun 17/74,,
OSHIE-015,Oil Producer,DEV,3880,21.02.2011,,
OSIAMA CREEK SOUTH-1 DIR,Not Applicable,EXP,4210,Apr 30/04,,
OSIAMA CREEK SOUTH-2 DIR,Not Applicable,ORD APP,4544,Jul 04/04,,
OSIAMA CREEK-1,Not Applicable,EXP,4216,Dec 25/63,,
OSIOKA SOUTH-1,Not Applicable,EXP,4572.6,Jul 18/74,,
OSIOKA SOUTH-2,Not Applicable,ORD APP,4674,Nov 11/94,,
OSIOKA-1,Not Applicable,EXP,3927.4,Mar 08/67,,
OSIOKA-2,Not Applicable,ORD APP,3959.4,May 14/69,,
OSIOKA-3,Not Applicable,ORD APP,3048,Oct 30/69,,
OSIOKA-4,Not Applicable,ORD APP,3355.2,Mar 01/70,,
OSO-1,Not Applicable,EXP,3198,Dec 20/66,,
OSO-10C,Oil Producer,DEV,3491,Jul 13/91,,
OSO-11D,Oil Producer,DEV,3497,Jul 30/91,,
OSO-12C,Oil Producer,DEV,3497,Oct 01/91,,
OSO-13D,Oil Producer,DEV,3994,Oct 21/91,,
OSO-14D,Oil Producer,DEV,3586,Dec 30/91,,
OSO-15C,Oil Producer,DEV,3487,Jan 31/92,,
OSO-16B,Oil Producer,DEV,3322,Feb 07/92,,
OSO-17B,Oil Producer,DEV,3842,Mar 21/92,,
OSO-18B,Oil Producer,DEV,3585,May 09/92,,
OSO-19C,Oil Producer,DEV,3326,May 19/92,,
OSO-2,Not Applicable,ORD APP,3199,Feb 06/67,,
OSO-20B,Oil Producer,DEV,3494,Jun 19/92,,
OSO-21C,Oil Producer,DEV,3505,Jun 29/92,,
OSO-22D,Oil Producer,DEV,4160,Jul 18/92,,
OSO-23,Not Applicable,ORD APP,3608,Oct 19/92,,
OSO-24C,Oil Producer,DEV,2082,Nov 13/92,,
OSO-25B,Oil Producer,DEV,3856,Nov 13/92,,
OSO-25BST1,Oil Producer,DEV,,May 01/08,,
OSO-26C,Oil Producer,DEV,3738,Nov 26/92,,
OSO-27B,Oil Producer,DEV,3568,Nov 26/92,,
OSO-27BHST,Oil Producer,DEV,3721,Feb 01/96,,
OSO-29E,Oil Producer,DEV,3565,Feb 08/93,,
OSO-29EHST,Oil Producer,DEV,3402,May 10/96,,
OSO-2ST,Not Applicable,ORD APP,3837,Jan 05/87,,
OSO-3,Not Applicable,ORD APP,1372,Apr 26/74,,
OSO-30E,Oil Producer,DEV,3483,Apr 17/96,,
OSO-30ST1 (OR REDRILL),Oil Producer,DEV,3840,Jun 26/96,,
OSO-31D,Not Applicable,ORD APP,2192,Feb 09/93,,
OSO-31DST1,Not Applicable,ORD APP,3999,Oct 01/93,,
OSO-31DST2,Not Applicable,ORD APP,4651,Nov 05/93,,
OSO-31DST3,Not Applicable,ORD APP,4892,Jan 19/94,,
OSO-32,Not Applicable,ORD APP,3452,Aug 17/93,,
OSO-32ST,Not Applicable,ORD APP,3699,Sep 20/93,,
OSO-33,Not Applicable,ORD APP,4344.7,Nov 21/93,,
OSO-34ST,Not Applicable,ORD APP,4236.5,May 09/94,,
OSO-35E,Oil Producer,DEV,3125,Nov 13/94,,
OSO-36E,Oil Producer,DEV,3480,Feb 18/96,,
OSO-37E,Oil Producer,DEV,3686,Feb 15/96,,
OSO-38E,Oil Producer,DEV,5090,Aug 04/96,,
OSO-39BH,Oil Producer,DEV,3989,Feb 01/97,,
OSO-39BST,Oil Producer,DEV,4060,Jan 15/00,,
OSO-4,Not Applicable,ORD APP,3834,May 16/74,,
OSO-40BH,Oil Producer,DEV,3827,Jul 21/97,,
OSO-40BHST,Oil Producer,DEV,3888,Mar 06/00,,
OSO-40C,Oil Producer,DEV,4109,Apr 11/00,,
OSO-41D,Water Injector,DEV,3907,Dec 31/97,,
OSO-41DST,Oil Producer,DEV,3963,Aug 15/05,,
OSO-42E,Oil Producer,DEV,4436,Jan 29/98,,
OSO-43,Oil Producer,DEV,3856,Mar 11/98,,
OSO-44C,Oil Producer,DEV,3551,May 05/98,,
OSO-45B,Oil Producer,DEV,4073,May 30/98,,
OSO-46C,Oil Producer,DEV,3794,Jun 04/98,,
OSO-47,Oil Producer,DEV,3729,Dec 22/98,,
OSO-47ST,Oil Producer,DEV,3850,Jan 11/99,,
OSO-48H,Water Injector,DEV,3745,Dec 30/98,,
OSO-49H,Oil Producer,DEV,4134,Jan 27/99,,
OSO-49ST1,Oil Producer,DEV,4535,Feb 01/99,,
OSO-5,Not Applicable,ORD APP,3799,Jun 15/80,,
OSO-50H,Oil Producer,DEV,4131,Mar 08/99,,
OSO-51H,Oil Producer,DEV,3987,Mar 12/99,,
OSO-52H,Oil Producer,DEV,4072,Apr 29/99,,
OSO-53H,Oil Producer,DEV,4630,May 01/99,,
OSO-54H,Water Injector,DEV,4256,Jun 15/99,,
OSO-55H,Oil Producer,DEV,4724,May 12/00,,
OSO-56C (12C RD),Water Injector,DEV,4431,Jul 25/01,,
OSO-57C,Oil Producer,DEV,5337,Aug 16/01,,
OSO-58B,Oil Producer,DEV,5662,Sep 13/01,,
OSO-59H,Oil Producer,DEV,4392,May 09/05,,
OSO-6,Not Applicable,ORD APP,3204,Nov 26/80,,
OSO-60H,Oil Producer,DEV,5280,Jul 14/05,,
OSO-61H,Oil Producer,DEV,4352,Aug 20/05,,
OSO-62D,Oil Producer,DEV,3953,Sep 07/05,,
OSO-63H,Oil Producer,DEV,4702,Sep 29/05,,
OSO-64H,Oil Producer,DEV,,Oct 29/05,,
OSO-65D,Oil Producer,DEV,,Nov 02/05,,
OSO-66H,Oil Producer,DEV,,Nov 23/05,,
OSO-67H,Oil Producer,DEV,6043,Feb 05/06,,
OSO-68H,Oil Producer,DEV,4221,Apr 05/06,,
OSO-69C,Oil Producer,DEV,4469,Feb 26/07,,
OSO-7,Not Applicable,ORD APP,3532,Dec 28/85,,
OSO-70C,Oil Producer,DEV,3621,,,
OSO-71C,Oil Producer,DEV,3511,May 01/07,,
OSO-72C,Oil Producer,DEV,3840,,,
OSO-73H,Oil Producer,DEV,4379,Sep 23/07,,
OSO-74B,Oil Producer,DEV,4000,,,
OSO-75B,Oil Producer,DEV,3487,Mar 18/08,,
OSO-8,Not Applicable,ORD APP,3456,Feb 06/87,,
OSO-9D,Oil Producer,DEV,3625,Jun 11/91,,
OSOSO-1,Not Applicable,EXP,4054,Apr 03/88,,
OSSE-1,Not Applicable,EXP,2286,Aug 09/74,,
OSSIOMO-1,Not Applicable,EXP,3676.8,Dec 09/57,,
OSSIOMO-2,Not Applicable,ORD APP,3675,May 16/03,,
OSSIOMO-3,Not Applicable,ORD APP,3372,Aug 22/03,,
OSSIOMO-4,Not Applicable,ORD APP,3502,Oct 10/03,,
OSSIOMO-4ST1,Not Applicable,ORD APP,3377,Nov 13/03,,
OSSIOMO-5,Not Applicable,ORD APP,3414,Oct 17/05,,
OSSIOMO-6,Oil Producer,DEV,3352.8,May 03/06,,
OSSIOMO-7,Oil Producer,DEV,,Feb 22/08,,
OSSU- 22PST,Not Applicable,ORD APP,3988,29.01.2012,,
OSSU-1,Not Applicable,EXP,3139.4,Nov 11/73,,
OSSU-10H,Oil Producer,DEV,2827,Jul 13/02,,
OSSU-11H,Oil Producer,DEV,3131,Jul 18/02,,
OSSU-12H,Oil Producer,DEV,1774,May 17/06,,
OSSU-13H,Oil Producer,DEV,600,May 31/06,,
OSSU-14ST,Oil Producer,DEV,2414.016,15.08.2011,,
OSSU-15,Oil Producer,DEV,2044,Jun 13/07,,
OSSU-16H,Oil Producer,DEV,2092,Aug 15/07,,
OSSU-17,Oil Producer,DEV,2034,,,
OSSU-2,Not Applicable,ORD APP,2956.6,Mar 25/74,,
OSSU-20,Oil Producer,DEV,2106.628,18.02.2011,,
OSSU-21H,Oil Producer,DEV,2362.2,22.04.11,,
OSSU-22P,Not Applicable,ORD APP,4144.366,30.05.2011,,
OSSU-23,Oil Producer,DEV,2656.33,03.01.2012,,
OSSU-3,Not Applicable,ORD APP,2664,Mar 04/75,,
OSSU-4,Not Applicable,ORD APP,2700,Apr 20/75,,
OSSU-4HST,Oil Producer,DEV,2382,Jun 08/96,,
OSSU-5,Not Applicable,ORD APP,2393,Jun 04/75,,
OSSU-5ST1,Not Applicable,ORD APP,2365,Jun 20/75,,
OSSU-6,Oil Producer,DEV,2780,Jun 23/82,,
OSSU-7A,Oil Producer,DEV,2036,Mar 26/02,,
OSSU-7AST1,Oil Producer,DEV,2914,Apr 14/02,,
OSSU-7AST2,Oil Producer,DEV,3278,Apr 24/02,,
OSSU-7HST,Oil Producer,DEV,2427,May 07/02,,
OSSU-8H,Oil Producer,DEV,2460,Mar 31/02,,
OSSU-8HST,Oil Producer,DEV,1993,Jun 23/02,,
OSSU-9H,Oil Producer,DEV,2512,Jul 01/02,,
OSSU-9HST,Oil Producer,DEV,3058,Aug 05/02,,
OSUOPELE SOUTHWEST-1,Not Applicable,EXP,3887,Apr 21/77,,
OSUOPELE SOUTHWEST-2,Not Applicable,ORD APP,3619,Apr 16/86,,
OSUOPELE-1,Not Applicable,EXP,3215.6,Aug 05/74,,
OTAKIKPO SOUTH-2,Not Applicable,ORD APP,3620,Sep 22/81,,
OTAKIKPO-1,Not Applicable,EXP,3109,Jan 22/80,,
OTAKIKPO-3,Not Applicable,ORD APP,3638,Oct 29/86,,
OTAMINI-1,Not Applicable,EXP,2832,Aug 08/73,,
OTAMINI-2,Not Applicable,ORD APP,2803,Oct 18/74,,
OTAMINI-3,Oil Producer,DEV,2896,Nov 16/74,,
OTAMINI-4,Oil Producer,DEV,2896,Dec 11/74,,
OTAMINI-5,Not Applicable,ORD APP,2675,Nov 07/76,,
OTAMINI-6,Oil Producer,DEV,2719,Nov 25/81,,
OTAMINI-7,Not Applicable,ORD APP,2888,Sep 08/91,,
OTAMINI-8,Oil Producer,DEV,2591,Oct 24/91,,
OTIEN-1,Not Applicable,EXP,3658,Dec 31/91,,
OTOBO NORTH-1,Not Applicable,EXP,2880,Aug 01/98,,
OTOLOPIRI EAST-1,Not Applicable,EXP,3693.6,Jan 13/67,,
OTOLOPIRI NORTH-1,Not Applicable,EXP,3095.9,Apr 29/66,,
OTOVO-1,Not Applicable,EXP,3605,Dec 24/64,,
OTOVO-2,Not Applicable,ORD APP,3200,Sep 30/65,,
OTUMARA-1,Not Applicable,EXP,2441,Apr 01/69,,
OTUMARA-10,Not Applicable,ORD APP,2362,Apr 15/71,,
OTUMARA-11,Not Applicable,ORD APP,2286,Apr 29/71,,
OTUMARA-12,Not Applicable,ORD APP,1981,Apr 29/72,,
OTUMARA-13,Not Applicable,ORD APP,1945,May 19/72,,
OTUMARA-14,Not Applicable,ORD APP,1945,May 29/72,,
OTUMARA-15,Not Applicable,ORD APP,1756,Jun 05/72,,
OTUMARA-16,Oil Producer,DEV,1385,Jul 19/72,,
OTUMARA-17,Oil Producer,DEV,1421,Jul 27/72,,
OTUMARA-18,Oil Producer,DEV,1474,Oct 15/72,,
OTUMARA-19,Not Applicable,ORD APP,2146,Sep 17/73,,
OTUMARA-1A,Not Applicable,EXP,2492,Apr 18/69,,
OTUMARA-20,Oil Producer,DEV,1823,Nov 28/75,,
OTUMARA-21,Oil Producer,DEV,2018,Dec 08/75,,
OTUMARA-22,Oil Producer,DEV,1751,Dec 18/75,,
OTUMARA-23,Oil Producer,DEV,1846,Jun 28/79,,
OTUMARA-24,Not Applicable,ORD APP,2204,Jul 06/79,,
OTUMARA-25,Oil Producer,DEV,1710,Oct 19/81,,
OTUMARA-26,Oil Producer,DEV,2134,Aug 04/82,,
OTUMARA-27,Oil Producer,DEV,1686,Aug 15/82,,
OTUMARA-28,Oil Producer,DEV,2179,Aug 22/82,,
OTUMARA-29,Oil Producer,DEV,2173,Sep 06/82,,
OTUMARA-3,Oil Producer,DEV,1371,Jun 15/70,,
OTUMARA-30,Oil Producer,DEV,1844,Sep 16/82,,
OTUMARA-31,Oil Producer,DEV,1907,Sep 29/82,,
OTUMARA-32,Oil Producer,DEV,2396,Mar 13/84,,
OTUMARA-33,Oil Producer,DEV,1972,Mar 06/91,,
OTUMARA-34,Oil Producer,DEV,1811,Apr 05/91,,
OTUMARA-35,Oil Producer,DEV,1707,Apr 16/91,,
OTUMARA-36,Oil Producer,DEV,2332,May 02/91,,
OTUMARA-37,Oil Producer,DEV,1996,Jun 10/91,,
OTUMARA-38,Oil Producer,DEV,2609,Jun 28/91,,
OTUMARA-39,Oil Producer,DEV,1820,Jul 27/91,,
OTUMARA-4,Oil Producer,DEV,2195,Jul 04/70,,
OTUMARA-40,Oil Producer,DEV,1774,Aug 13/91,,
OTUMARA-41,Oil Producer,DEV,1710,Aug 28/91,,
OTUMARA-42,Oil Producer,DEV,2164,Sep 13/91,,
OTUMARA-43,Oil Producer,DEV,1879,Oct 01/91,,
OTUMARA-44,Oil Producer,DEV,2049,Dec 17/91,,
